Width,Curve Length,Depth
50,62.632349,16.687368
50,62.649839,16.700642
50,62.66733,16.71391
50,62.684821,16.727172
50,62.702311,16.740428
50,62.719802,16.753679
50,62.737292,16.766924
50,62.754783,16.780163
50,62.772274,16.793397
50,62.789764,16.806624
50,62.807255,16.819846
50,62.824746,16.833063
50,62.842236,16.846274
50,62.859727,16.859479
50,62.877218,16.872678
50,62.894708,16.885872
50,62.912199,16.899061
50,62.92969,16.912243
50,62.94718,16.925421
50,62.964671,16.938592
50,62.982162,16.951758
50,62.999652,16.964919
50,63.017143,16.978074
50,63.034634,16.991223
50,63.052124,17.004367
50,63.069615,17.017506
50,63.087106,17.030639
50,63.104596,17.043766
50,63.122087,17.056888
50,63.139578,17.070005
50,63.157068,17.083116
50,63.174559,17.096222
50,63.19205,17.109323
50,63.20954,17.122418
50,63.227031,17.135507
50,63.244522,17.148592
50,63.262013,17.161671
50,63.279503,17.174744
50,63.296994,17.187813
50,63.314485,17.200876
50,63.331975,17.213933
50,63.349466,17.226986
50,63.366957,17.240033
50,63.384448,17.253075
50,63.401938,17.266111
50,63.419429,17.279143
50,63.43692,17.292169
50,63.45441,17.30519
50,63.471901,17.318206
50,63.489392,17.331216
50,63.506883,17.344222
50,63.524373,17.357222
50,63.541864,17.370217
50,63.559355,17.383207
50,63.576846,17.396191
50,63.594336,17.409171
50,63.611827,17.422146
50,63.629318,17.435115
50,63.646809,17.448079
50,63.664299,17.461038
50,63.68179,17.473993
50,63.699281,17.486942
50,63.716772,17.499886
50,63.734262,17.512825
50,63.751753,17.525759
50,63.769244,17.538688
50,63.786735,17.551612
50,63.804225,17.564531
50,63.821716,17.577445
50,63.839207,17.590354
50,63.856698,17.603258
50,63.874189,17.616157
50,63.891679,17.629051
50,63.90917,17.641941
50,63.926661,17.654825
50,63.944152,17.667704
50,63.961643,17.680579
50,63.979133,17.693449
50,63.996624,17.706314
50,64.014115,17.719173
50,64.031606,17.732029
50,64.049097,17.744879
50,64.066587,17.757724
50,64.084078,17.770565
50,64.101569,17.783401
50,64.11906,17.796232
50,64.136551,17.809058
50,64.154041,17.821879
50,64.171532,17.834696
50,64.189023,17.847508
50,64.206514,17.860315
50,64.224005,17.873118
50,64.241496,17.885915
50,64.258986,17.898708
50,64.276477,17.911497
50,64.293968,17.92428
50,64.311459,17.937059
50,64.32895,17.949833
50,64.346441,17.962603
50,64.363931,17.975368
50,64.381422,17.988128
50,64.398913,18.000884
50,64.416404,18.013635
50,64.433895,18.026381
50,64.451386,18.039123
50,64.468877,18.05186
50,64.486367,18.064592
50,64.503858,18.07732
50,64.521349,18.090044
50,64.53884,18.102763
50,64.556331,18.115477
50,64.573822,18.128187
50,64.591313,18.140892
50,64.608804,18.153593
50,64.626294,18.166289
50,64.643785,18.178981
50,64.661276,18.191668
50,64.678767,18.204351
50,64.696258,18.217029
50,64.713749,18.229703
50,64.73124,18.242372
50,64.748731,18.255037
50,64.766222,18.267697
50,64.783712,18.280353
50,64.801203,18.293005
50,64.818694,18.305652
50,64.836185,18.318295
50,64.853676,18.330933
50,64.871167,18.343567
50,64.888658,18.356197
50,64.906149,18.368822
50,64.92364,18.381443
50,64.941131,18.39406
50,64.958622,18.406672
50,64.976112,18.41928
50,64.993603,18.431883
50,65.011094,18.444482
50,65.028585,18.457077
50,65.046076,18.469668
50,65.063567,18.482254
50,65.081058,18.494837
50,65.098549,18.507414
50,65.11604,18.519988
50,65.133531,18.532557
50,65.151022,18.545122
50,65.168513,18.557683
50,65.186004,18.57024
50,65.203495,18.582792
50,65.220986,18.59534
50,65.238477,18.607884
50,65.255968,18.620424
50,65.273458,18.63296
50,65.290949,18.645491
50,65.30844,18.658018
50,65.325931,18.670542
50,65.343422,18.68306
50,65.360913,18.695575
50,65.378404,18.708086
50,65.395895,18.720593
50,65.413386,18.733095
50,65.430877,18.745593
50,65.448368,18.758088
50,65.465859,18.770578
50,65.48335,18.783064
50,65.500841,18.795546
50,65.518332,18.808024
50,65.535823,18.820497
50,65.553314,18.832967
50,65.570805,18.845433
50,65.588296,18.857895
50,65.605787,18.870352
50,65.623278,18.882806
50,65.640769,18.895256
50,65.65826,18.907701
50,65.675751,18.920143
50,65.693242,18.932581
50,65.710733,18.945014
50,65.728224,18.957444
50,65.745715,18.96987
50,65.763206,18.982292
50,65.780697,18.99471
50,65.798188,19.007123
50,65.815679,19.019533
50,65.83317,19.031939
50,65.850661,19.044342
50,65.868152,19.05674
50,65.885643,19.069134
50,65.903134,19.081524
50,65.920625,19.093911
50,65.938116,19.106294
50,65.955607,19.118672
50,65.973098,19.131047
50,65.99059,19.143418
50,66.008081,19.155786
50,66.025572,19.168149
50,66.043063,19.180508
50,66.060554,19.192864
50,66.078045,19.205216
50,66.095536,19.217564
50,66.113027,19.229908
50,66.130518,19.242249
50,66.148009,19.254585
50,66.1655,19.266918
50,66.182991,19.279247
50,66.200482,19.291572
50,66.217973,19.303894
50,66.235464,19.316212
50,66.252955,19.328526
50,66.270446,19.340836
50,66.287938,19.353143
50,66.305429,19.365445
50,66.32292,19.377745
50,66.340411,19.39004
50,66.357902,19.402332
50,66.375393,19.41462
50,66.392884,19.426904
50,66.410375,19.439184
50,66.427866,19.451461
50,66.445357,19.463735
50,66.462848,19.476004
50,66.48034,19.48827
50,66.497831,19.500532
50,66.515322,19.512791
50,66.532813,19.525046
50,66.550304,19.537297
50,66.567795,19.549545
50,66.585286,19.561789
50,66.602777,19.57403
50,66.620268,19.586267
50,66.63776,19.5985
50,66.655251,19.61073
50,66.672742,19.622956
50,66.690233,19.635178
50,66.707724,19.647397
50,66.725215,19.659613
50,66.742706,19.671825
50,66.760197,19.684033
50,66.777688,19.696238
50,66.79518,19.708439
50,66.812671,19.720636
50,66.830162,19.732831
50,66.847653,19.745021
50,66.865144,19.757208
50,66.882635,19.769392
50,66.900126,19.781572
50,66.917618,19.793749
50,66.935109,19.805922
50,66.9526,19.818092
50,66.970091,19.830258
50,66.987582,19.842421
50,67.005073,19.85458
50,67.022565,19.866736
50,67.040056,19.878888
50,67.057547,19.891037
50,67.075038,19.903182
50,67.092529,19.915324
50,67.11002,19.927463
50,67.127512,19.939598
50,67.145003,19.95173
50,67.162494,19.963858
50,67.179985,19.975983
50,67.197476,19.988105
50,67.214967,20.000223
50,67.232459,20.012338
50,67.24995,20.02445
50,67.267441,20.036558
50,67.284932,20.048662
50,67.302423,20.060764
50,67.319914,20.072862
50,67.337406,20.084956
50,67.354897,20.097048
50,67.372388,20.109136
50,67.389879,20.12122
50,67.40737,20.133302
50,67.424862,20.14538
50,67.442353,20.157455
50,67.459844,20.169526
50,67.477335,20.181594
50,67.494826,20.193659
